id,corporate_number,positivedb_name,overtime_all,overtime_scope,overtime_unit1,overtime_unit1_hours,overtime_unit2,overtime_unit2_hours,overtime_unit3,overtime_unit3_hours,overtime_unit4,overtime_unit4_hours,overtime_unit5,overtime_unit5_hours,paid_leave_all,paid_leave_unit1,paid_leave_unit1_rate,paid_leave_unit2,paid_leave_unit2_rate,paid_leave_unit3,paid_leave_unit3_rate,paid_leave_unit4,paid_leave_unit4_rate,paid_leave_unit5,paid_leave_unit5_rate,wage_gap_all,wage_gap_regular,wage_gap_nonregular,wage_gap_period,wage_gap_note,as_of,updated_at
6890,1010001075980,株式会社フェローテック,23.9,対象正社員,,,,,,,,,,,,全従業員,63.7,,,,,,,,,84.7,84.7,84.6,2024年4月1日～2025年3月31日,,2025年3月時点,2026年01月15日
5351,9010001008685,品川リフラ株式会社,,,,,,,,,,,,,80.8,,,,,,,,,,,77.6,78.4,54,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月17日
7970,4010001034802,信越ポリマー株式会社,15.3,対象正社員,管理部門,13.8,営業部門,11.2,開発部門,14,技術部門,17.6,生産部門,15.6,74.2,管理部門,75.2,営業部門,72.4,開発部門,75.6,技術部門,74.5,生産部門,74.3,74.5,76,60.6,2025年4月1日～2026年3月31日,,2026年3月時点,2026年08月04日
6976,3010501016202,太陽誘電株式会社,9.6,その他,,,,,,,,,,,,,,,,,,,,,,73.6,73.6,68.2,2025年4月1日～2026年3月31日,,2026年3月時点,2026年04月10日
6743,3010801006704,大同信号株式会社,14.5,対象正社員,,,,,,,,,,,,その他,70.6,,,,,,,,,70.5,72.3,47.2,2025年4月1日～2026年3月31日,・非正規雇用労働者の賃金の差異については、賃金水準が高い60歳以上の男性社員が多いことが要因として考えられます。,2026年3月時点,2026年06月26日
6923,2013201003041,スタンレー電気株式会社,23.1,対象正社員,,,,,,,,,,,,正社員,71.3,,,,,,,,,73,73,99.7,2025年4月1日～2026年3月31日,出向者、出向受入者は除く,2026年3月時点,2026年06月12日
7673,6500001002468,ダイコー通産株式会社,10.9,対象正社員,,,,,,,,,,,,,,,,,,,,,,,,,,,2025年7月時点,2025年09月08日
6946,5010701017733,日本アビオニクス株式会社,25.1,対象正社員,正社員,25.1,,,,,,,,,74.5,常用労働者,74.5,,,,,,,,,79.4,77.2,59.4,2025年4月1日～2026年3月31日,2026年3月末時点,2026年3月時点,2026年06月03日
2481,4021001022663,㈱タウンニュース社,36.4,対象正社員,,,,,,,,,,,,正社員,30.5,,,,,,,,,,,,,,2025年6月時点,2026年07月03日
2410,8010401008039,株式会社キャリアデザインセンター,20.2,その他,正社員,21.4,契約社員,16.9,アルバイト,0.9,,,,,,,,,,,,,,,,80.6,83.4,76.2,2024年10月1日～2025年9月30日,,2025年10月時点,2025年12月17日
9560,4010001178269,株式会社プログリット,16.7,その他,コンサルタント職,13.9,コーポレート職,8.9,エンジニア職,9,契約社員,3.5,時給社員,10.8,,,,,,,,,,,,,,,,,2024年8月時点,2025年11月25日
8585,9010001070784,株式会社オリエントコーポレーション,17.6,対象正社員,,,,,,,,,,,80.8,正社員,76.3,,,,,,,,,47,52,45.3,2025年4月1日～2026年3月31日,,2026年4月時点,2026年07月16日
8395,9300001000183,株式会社　佐賀銀行,10,対象正社員,総合職,10,,,,,,,,,,,,,,,,,,,,55.7,70.2,65,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月02日
2003,3010001034893,日東富士製粉株式会社,,,,,,,,,,,,,,,,,,,,,,,,68.4,77.6,65.8,2024年4月1日～2025年3月31日,,2026年3月時点,2026年04月02日
2551,9180301001869,マルサンアイ,,,,,,,,,,,,,,,,,,,,,,,,59.5,73.3,38.7,2024年9月21日～2025年9月20日,,2025年10月時点,2026年06月23日
6994,9140001069021,株式会社指月電機製作所,13.4,対象正社員,,,,,,,,,,,,,,,,,,,,,,75.9,75.9,70.3,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月12日
2436,4010001041427,共同ピーアール株式会社,23.4,対象正社員,,,,,,,,,,,,,,,,,,,,,,77.2,78.3,,2025年1月1日～2025年12月31日,,2025年12月時点,2026年06月22日
E00965,7120001082721,千寿製薬株式会社,8.5,対象正社員,正社員,9.8,,,,,,,,,,,,,,,,,,,,75.5,74.8,87.9,2025年4月1日～2026年3月31日,,2026年4月時点,2026年08月20日
E04522,4500001011652,四国ガス株式会社,7.2,対象正社員,職員_総合コースⅠ,5.7,職員_総合コースⅡ,7.7,職員_一般コース,1.5,準社員,1.1,,,24.1,,,,,,,,,,,48.1,60.4,64.3,2025年4月1日～2026年3月31日,育児休業取得のため、その年度の給与が12ヵ月全て支給されていない労働者を含む。,2026年4月時点,2026年04月30日
6018,1140001010149,阪神内燃機工業株式会社,22.2,対象正社員,男性従業員,22.6,女性従業員,11.3,,,,,,,68,正社員,68,,,,,,,,,83.3,82.7,44,2025年4月1日～2026年3月31日,,2026年3月時点,2026年04月23日
7780,7180001017589,株式会社メニコン,,,,,,,,,,,,,,対象とする労働者すべて,81.8,,,,,,,,,65.4,66.4,93.9,2023年4月1日～2024年3月31日,,2024年3月時点,2024年07月23日
4628,5120901000305,エスケー化研株式会社,,,,,,,,,,,,,,,,,,,,,,,,68.3,68.4,67.3,2024年4月1日～2025年3月31日,,2025年3月時点,2025年10月17日
9438,6011101023123,株式会社エムティーアイ,,,,,,,,,,,,,,,,,,,,,,,,78.4,79.9,47.3,2024年10月1日～2025年9月30日,,2025年10月時点,2025年11月27日
7254,2080401006066,株式会社ユニバンス,,,,,,,,,,,,,,,,,,,,,,,,71.9,75.3,88.1,2025年4月1日～2026年3月31日,,2026年6月時点,2026年07月02日
5363,2010001023781,東京窯業株式会社,11.3,対象正社員,,,,,,,,,,,,総合職,35.8,一般職,59.1,技能職,36,,,,,67.4,75.8,58.1,2025年4月1日～2026年3月31日,基本給、超過労働に対する報酬、賞与、諸手当を含み、退職手当等を除く。正規雇用労働者は当社から社外への出向者、及び社外から当社への出向者を除く。非正規雇用労働者は契約社員、アルバイト社員、パート社員が該当。,2025年3月時点,2026年07月16日
5355,9011001018113,日本坩堝株式会社,,,,,,,,,,,,,70,全従業員,70,,,,,,,,,76.8,76.8,87.7,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月03日
2471,8010001072939,株式会社エスプール,16,対象正社員,正社員,16,契約社員,0,,,,,,,,正社員,63.9,契約社員,96.4,アルバイト,72.3,,,,,69.3,70.4,86.9,2024年12月1日～2025年11月30日,,2025年12月時点,2026年03月09日
3903,8011101056625,株式会社gumi,4.9,対象正社員,,,,,,,,,,,83,,,,,,,,,,,70.7,70.6,141.2,2025年5月1日～2026年4月30日,"（注）
労働者の男女の賃金の差異は、「女性の職業生活における活躍の推進に関する法律」（平成27年法律第64号）の規定に基づき算出しております。",2026年4月時点,2026年06月23日
7532,7013201016303,株式会社パン・パシフィック・インターナショナルホールディングス,,,正社員,13,契約社員(無期雇用),8.5,契約社員(有期雇用),11.4,選任社員(無期雇用),3.2,選任社員(有期雇用),2.2,,,,,,,,,,,,50.1,70.4,71,2024年7月1日～2025年6月30日,,2025年10月時点,2025年11月05日
6855,1140001050335,日本電子材料株式会社,,,,,,,,,,,,,,正規,84.5,非正規,93,,,,,,,76.1,79,64,2024年4月1日～2025年3月31日,"付記事項
対象期間：2024年度（2024/4/1～2025/3/31）
正規雇用：正社員（海外出向・休職者除く）
非正規雇用：契約・嘱託・無期転換・S 社員（定年再雇用）
賃金：持株会奨励金・表彰金除く",2025年4月時点,2025年11月06日
8769,8013201007846,株式会社アドバンテッジリスクマネジメント,10.5,対象正社員,,,,,,,,,,,,対象とする労働者すべて,76.6,,,,,,,,,78,80.3,57.3,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月17日
9692,9021001026338,株式会社シーイーシー,18.2,その他,正社員（技術）,18.5,正社員（営業）,22.3,正社員（スタッフ）,16.9,嘱託社員,10.3,,,,正社員,81.6,,,,,,,,,82.6,81.3,68.3,2025年2月1日～2026年1月31日,"対象期間：58期（2025年2月1日～2026年1月31日まで）
賃金：基本給・超過労働に対する報酬・賞与等を含み、通勤費・配当金等を除く
正社員：出向者については、当社から社外への出向者を除き、他社から当社への出向者を含む
パート：有期社員：定年後再雇用・障がい者雇用等の嘱託社員・顧問を含み、派遣社員を除く

正規雇用労働者の割合が少ない理由は、勤続年数20年以上の女性の割合が2割未満となっており、上位役職者が男性より少ないこと、及び平均勤続年数も男性より約5年短いことが主な理由となっております。
また、若手女性社員を積極的に採用（新卒・中途）していることや、女性社員全体の約1割程度が短時間勤務（育児と仕事の両立）をしていることも理由となります。

今後の人材確保・活用の観点からも、女性比率を上げること、また女性に長く活躍いただく環境を設定することは弊社の重点課題であると認識しており、今後も継続的に取り組んでまいります。",2026年1月時点,2026年06月22日
6996,2130001022029,ニチコン株式会社,10,対象正社員,,,,,,,,,,,,正社員,80.6,,,,,,,,,59.7,61.1,39.6,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月27日
7276,1010401009745,株式会社小糸製作所,10,対象正社員,,,,,,,,,,,,正社員,85.5,,,,,,,,,66.2,66.3,62.8,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月12日
8253,2013301002884,株式会社クレディセゾン,13.8,対象正社員,正社員,13.8,,,,,,,,,,正社員,89,,,,,,,,,71.3,72.1,71.3,2025年4月1日～2026年3月31日,,2026年3月時点,2026年08月24日
4825,6010401003504,株式会社ウェザーニューズ,16.5,その他,管理監督者・アルバイトを除く社員,16.5,,,,,,,,,,社員・アルバイト,56.7,,,,,,,,,78.4,81.9,78.9,2024年6月1日～2025年5月31日,,2025年5月時点,2025年09月02日
6998,7290001015268,日本タングステン株式会社,13,その他,,,,,,,,,,,,,,,,,,,,,,74.5,74.9,97.1,2025年4月1日～2026年3月31日,,2025年3月時点,2026年07月16日
3352,1030001076804,株式会社バッファロー,17,対象正社員,正社員,17,非正規社員,6,アルバイト,4,,,,,,,,,,,,,,,,68.4,68.4,93.1,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月25日
2130,7010701022764,株式会社メンバーズ,10.7,対象正社員,,,,,,,,,,,86.6,,,,,,,,,,,87.8,88.3,93,2024年4月1日～2025年3月31日,,2025年3月時点,2025年08月26日
4531,9010001059621,有機合成薬品工業株式会社,14.8,対象正社員,,,,,,,,,,,,対象とする労働者すべて,83.2,,,,,,,,,85.9,85.9,89.3,2024年4月1日～2025年3月31日,男女別の労働者に占める管理職の人数割合は、女性2.9%、男性7.5%,2025年3月時点,2025年08月15日
8848,3011201000900,株式会社レオパレス21,18.1,対象正社員,正社員,18.1,,,,,,,,,81.6,正社員,81.6,,,,,,,,,57.5,66.8,45.9,2025年4月1日～2026年3月31日,,2026年3月時点,2026年08月05日
9031,4290001009413,西日本鉄道株式会社,17.8,対象正社員,,,,,,,,,,,92.1,自動車乗務員,102.9,鉄道乗務員,96.2,非乗務員（国際物流部門）,69.9,非乗務員（国際物流部門以外）,82.6,,,75.8,79.2,60.2,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月01日
5618,9013301023560,ナイル株式会社,,,,,,,,,,,,,,,,,,,,,,,,71,77.3,79,2025年1月1日～2025年12月31日,,2025年12月時点,2026年04月30日
3197,2010001138365,株式会社すかいらーくホールディングス,30.7,対象正社員,,,,,,,,,,,68,,,,,,,,,,,68.7,75.6,107.8,2025年1月1日～2025年12月31日,,2025年12月時点,2026年03月24日
8071,4180001038563,東海エレクトロニクス株式会社,,,,,,,,,,,,,,,,,,,,,,,,70.2,70.2,,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月12日
9539,8040001026108,京葉ガス株式会社,,,,,,,,,,,,,,社員,81.3,,,,,,,,,73.1,74.7,82.7,2025年1月1日～2025年12月31日,"対象期間：2025年1月1日～2025年12月31日
賃金：基本給、超過労働に対する報酬、賞与等を含み、退職手当、通勤手当を含まない
正規雇用労働者：管理職を含む社員、準社員
非正規雇用労働者：上記以外の嘱託、再雇用等",2025年12月時点,2026年03月10日
3179,9011101039728,シュッピン株式会社,,,,,,,,,,,,,,,,,,,,,,,,85,85.9,57.4,2025年4月1日～2026年3月31日,,2025年3月時点,2026年08月21日
6617,5010601043417,株式会社東光高岳,,,正社員（事務職）,13.2,正社員（技術職）,18.1,無期フルタイム（技術職）,11.9,無期フルタイム（事務職）,2.8,無期短時間（技術職）,0,,,,,,,,,,,,74.2,74.2,69.5,2025年4月1日～2026年3月31日,"対象期間：2025年4月1日～2026年3月31日
賃金：基本給、超過労働に対する報酬、賞与等を含み、退職手当、通勤手当等を除く。
正社員：役員を除く社員。出向者については、他社から当社への出向者を除き、当社から社外への出向者を含む。
非正規社員：嘱託社員（再雇用社員等）、有期契約社員。
当社の賃金制度では男女の違いはございません。女性管理職比率向上への取組みを推進しております。",2026年3月時点,2026年06月23日
6055,2190001015191,ジャパンマテリアル株式会社,11.4,基幹的な職種,,,,,,,,,,,89.4,正規社員,88.7,非正規社員,99.2,,,,,,,76.8,79.9,64,2025年4月1日～2026年3月31日,"1.非正規労働者は、契約社員及びパートタイマー社員（ただし年間平均雇用1日8時間換算）を対象に算出しております。
2.「労働者の男女の賃金の差異」について、賃金制度・体系において性別による差異はありません。男女の賃金の差異は主に男女間の管理職比率及び雇用形態の差異ならびに特定の職種において勤務時間が短いパートタイムの女性労働者が多いことによるものです。",2026年3月時点,2026年06月19日
7991,7010701022392,マミヤ・オーピー株式会社,,,,,,,,,,,,,,,,,,,,,,,,56,66.7,37.9,2025年4月1日～2026年3月31日,,2026年4月時点,2026年07月24日
6036,3180001094120,KeePer技研株式会社,15.6,対象正社員,,,,,,,,,,,,正社員,53.3,,,,,,,,,89,85,101,2024年7月1日～2025年6月30日,,2025年7月時点,2025年09月10日
7932,7011801011046,株式会社ニッピ,5.7,その他,,,,,,,,,,,,全労働者,88.2,,,,,,,,,68.6,72.3,57.3,2025年4月1日～2026年3月31日,"（注釈・説明）
1.対象期間：令和7年4月1日から令和8年3月31日
2.対象賃金：基本給、深夜を含む時間外手当、その他手当、賞与を含め、退職手当と通勤手当を除く。
3.正規社員：無期契約従業員を対象（正規社員のうち、社外への出向者は除く。
4.非正規社員：定年再雇用者及び嘱託従業員、パート従業員のうち、有期契約の従業員を対象。
5.短時間労働者、時短勤務者、パート従業員はフルタイムでの換算を行わず、実際に支給した賃金に基づき算出。
6.当社においては、正規社員・非正規社員ともに、賃金制度及び処遇体系において、男女間で差異を設けておりません。
7.賃金差異の主な要因は、管理職における男女比率、年齢構成、勤続年数、職種（総合職、一般職）、パート従業員の無期契約転換、女性従業員の時短勤務者、3交替勤務など各々の勤務形態の違いによる深夜手当を含む時間外手当支給のため。",2026年3月時点,2026年05月28日
5845,9360001002793,全保連株式会社,,,,,,,,,,,,,,全労働者,82.3,,,,,,,,,66.2,66.7,74.4,2025年4月1日～2026年3月31日,"対象期間　令和7年度　（2025年4月1日～2026年3月31日）　
賃金：基本給、賞与、各種手当を含み、通勤手当除く",2026年3月時点,2026年07月16日
6183,4010001161381,株式会社ベルシステム24ホールディングス,16.7,対象正社員,システム（IT）,16,間接,13.2,年俸制,19.6,契約社員,10.5,地域限定型,22.1,,正社員,56.3,,,,,,,,,77.9,85,96,2025年3月1日～2026年2月28日,非正規雇用労働者は有期労働契約から無期転換した無期契約社員となります。,2026年2月時点,2026年05月29日
7244,9021001035727,市光工業株式会社,10.1,対象正社員,,,,,,,,,,,,正社員,83.2,,,,,,,,,58.7,72.4,62.8,2025年1月1日～2025年12月31日,,2025年12月時点,2026年05月19日
8554,7340001004232,株式会社南日本銀行,10,対象正社員,,,,,,,,,,,,新入行員を除く正社員,63.7,,,,,,,,,53.1,63.7,67.7,2023年4月1日～2024年3月31日,,2024年3月時点,2024年10月03日
6858,1020001001886,株式会社　小野測器,,,正社員,4.5,,,,,,,,,,正社員,88.2,,,,,,,,,66.7,83.4,62.1,2025年1月1日～2025年12月31日,労働者の人員数については、フルタイム労働者の所定労働時間（８時間/日）を基に換算し算出しております。,2025年12月時点,2026年04月02日
4078,4120101002532,堺化学工業株式会社,12.5,対象正社員,,,,,,,,,,,,管理職,75.7,基幹職,91.4,雇用継続者,94.5,アルバイト,86.3,嘱託,76.3,77.4,76.1,69.8,2025年4月1日～2026年3月31日,,2026年4月時点,2026年05月11日
5936,4120001085479,東洋シヤッター株式会社,,,,,,,,,,,,,,,,,,,,,,,,63.3,70.8,53.7,2025年4月1日～2026年3月31日,,2026年3月時点,2026年08月24日
8338,4050001009057,株式会社　筑波銀行,5.7,対象正社員,Gコース（正社員）,7,Sコース（正社員）,3.7,コース無（正社員）,4.8,,,,,,,,,,,,,,,,44.2,63.4,52.1,2024年4月1日～2025年3月31日,"※全労働者は、正規雇用労働者と非正規雇用労働者（パート・有期労働者）の合計であります。
※非正規雇用労働者は、派遣労働者を除いて算出しております。
なお、当行のコース別人事制度におけるコースおよび雇用区分毎の男女間賃金格差は下記の通りです。

①Gコース（銀行業務全般）：71.5％、②Sコース（営業系業務）：90.5％、③Sコース（事務系業務）：79.7％、④エキスパート（役職定年者）：77.6％、⑤その他（新入行員ほか）：94.2％、⑥行員（正規労働者）合計：63.4％、⑦嘱託：73.5％、⑧パートタイマー（フルタイム）：75.4％、⑨パートタイマー（ショートタイム）：92.0％、⑩嘱託・パート（非正規労働者）合計：52.1％

給与体系において男女間の差は設けておりません。①～③のコースは職員自らが選択できる制度となっております。行員の主な格差要因は、上表の賃金水準で最上位となる①「Ｇコース（銀行業務全般）」の管理職に男性が多く、勤務地や職種を限定した事務系コースであり、担当者のみとなる③「Ｓコース（事務系業務）」に女性が多いためです。
　男女間賃金格差「全労働者」の主な格差要因は、⑨「パートタイマー（ショートタイム）」にて、扶養の範囲内で働く女性が多いためです。
　今後とも、女性の営業職への転換、さらなる管理職登用等により、賃金格差の縮小に取り組んでまいります。同様に、パートタイマーにおけるショートタイムからフルタイムへの転換や、嘱託登用・行員登用を行うことで女性の活躍を推進してまいります。",2025年3月時点,2025年07月17日
8200,5310001001011,株式会社リンガーハット,,,正社員,15,,,,,,,,,,正社員,24.5,,,,,,,,,,,,,,2015年度,2017年07月14日
6676,6180001048602,株式会社バッファロー,,,,,,,,,,,,,,,,,,,,,,,,64.7,64.6,65.6,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月02日
1832,7430001021532,株式会社北海電工,19.3,基幹的な職種,,,,,,,,,,,,,,,,,,,,,,71.8,84.5,63.3,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月02日
3388,6180001033042,明治電機工業株式会社,14.2,対象正社員,,,,,,,,,,,,その他,67.6,,,,,,,,,58.2,56.7,63.1,2025年4月1日～2026年3月31日,,2026年3月時点,2026年05月27日
4372,3011001034545,ユミルリンク株式会社,,,,,,,,,,,,,91.8,,,,,,,,,,,73.8,75.2,,2025年1月1日～2025年12月31日,非正規雇用労働者区分には女性の労働者がいないため,2025年12月時点,2026年04月10日
E03761,7030001016837,むさし証券株式会社,,,,,,,,,,,,,,,,,,,,,,,,75.8,71.7,81.7,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月01日
6797,7180001020428,名古屋電機工業株式会社,20.4,対象正社員,正社員,20.4,,,,,,,,,78,対象とする労働者すべて,78,,,,,,,,,63.2,63.1,64,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月09日
3097,7180301007414,株式会社物語コーポレーション,,,,,,,,,,,,,,,,,,,,,,,,69.9,81.6,101.4,2024年7月1日～2025年6月30日,,2025年6月時点,2025年09月04日
5603,6140001063844,虹技株式会社,13.9,対象正社員,,,,,,,,,,,70.3,,,,,,,,,,,75.7,76,102.6,2025年4月1日～2026年3月31日,"対象期間　：令和7事業年度（令和7年4月1日～令和8年3月31日）
賃　　金　：基本給ほか固定的支給賃金、超過勤務に関する諸手当、賞与（2回）を含み、
通勤補助額、退職手当は含まない。
正社員　　：他社への出向および他社からの出向に該当する社員は無し。
非正規社員：短時間勤務社員、有期契約社員、嘱託社員を含み、派遣社員は含まない。
　　　　　　短時間勤務社員については、正社員の所定労働時間（8時間／日）で換算した
　　　　　　人員数をもとに年間平均賃金を算出している。
補足説明　：<正社員>
　　　　　　弊社において全社員のうち女性社員は37名（7.2%）しか在籍しておらず、そ
            のうち28名が一般職であり、管理職は0名、また9名が在籍する総合職につ
            いても6名が勤続10年未満であることが男女の賃金格差になって表れている。
            女性の総合職の採用と女性の管理職への登用を中長期的目標として、継続的
            に推進していく。",2026年4月時点,2026年05月29日
6137,7011701002789,小池酸素工業株式会社,,,,,,,,,,,,,,,,,,,,,,,,71.6,76.3,98.8,2025年4月1日～2026年3月31日,"出向者および受入出向者を除いております
有価証券報告書作成時に用いた従業員の範囲および平均年間給与の計算方法と同様の算出をしております。",2026年3月時点,2026年07月14日
2108,8010401054826,日本甜菜製糖株式会社,17.9,対象正社員,,,,,,,,,,,,,,,,,,,,,,62.1,62.3,58.4,2025年4月1日～2026年3月31日,"正規雇用労働者において男女の賃金差異が大きい理由は、主として幹部候補となる総合職における女性比率が低く、平均年齢、平均勤続にも男女差異があるため上位役職者が少ないことによります。
有期労働者についても退職後の正規雇用労働者からの再雇用者が多くを占めている為、同様の傾向となっております。
これを改善する為、女性活躍推進計画において、当社基準による女性管理職比率の目標を設定し、その達成に向けた取り組みを推進しております。",2026年3月時点,2026年06月11日
6291,5010501009996,日本エアーテック株式会社,,,,,,,,,,,,,,,,,,,,,,,,68.3,72.2,,2025年1月1日～2025年12月31日,"うち非正規雇用労働者については、男性の該当者0名、女性の該当者平均年収は1,868,913円でございます。",2026年3月時点,2026年03月30日
2226,9011401005578,株式会社湖池屋,19.3,対象正社員,正社員（総合職）,21.8,正社員（地域職 作業職）,16.9,,,,,,,,,,,,,,,,,,58.2,71.6,78.3,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月06日
7447,5010001025214,ナガイレーベン株式会社,,,,,,,,,,,,,,,,,,,,,,,,62.5,57.3,,2024年9月1日～2025年8月31日,"・当社の賃金制度については、性差による賃金格差はありませんが、総合職と事務職の賃金差によっ
て、結果的に男女の賃金の差異が生じております。
・男性労働者にパート・有期労働者はおりませんので未記載としております。",2025年8月時点,2026年03月31日
2266,6140001011869,六甲バター株式会社,12.8,対象正社員,,,,,,,,,,,,,,,,,,,,,,54.7,71.2,91.8,2025年1月1日～2025年12月31日,"正規雇用労働者
➀2001年頃から営業と管理部門において女性の総合職を採用し始めたため、平均年齢に差が生じ、賃金額差異の要因となっている。
②女性労働者の転勤者が少なく、転勤者に対し支給する費用(課税所得)も含まれており、賃金差異の要因となっている。",2025年12月時点,2026年03月12日
7256,5021001006269,河西工業株式会社,,,,,,,,,,,,,,,,,,,,,,,,77.1,77.2,55.4,2025年4月1日～2026年3月31日,"女性活躍推進の指標の一つである男女間の平均賃金差異は掲載のとおりとなっておりますが、これは人事制度・賃金体系の違いによるものでなく、職位・等級別在籍数、平均年齢等総合的な労務構成の違いにより平均賃金差異が生じているものです。
当社グループの人事制度・賃金体系は、性別に関係なく、個人の仕事における責任と能力により平等・公正
な処遇をおこなうことを理念としており、女性活躍推進の取り組みにより、女性の採用と定着率向上施策の推進、女性管理職比率向上をはかることで、男女間の賃金差異の縮小に努めて参ります。",2026年3月時点,2026年07月16日
3648,2030001000011,AGS株式会社,5.4,基幹的な職種,正社員,5.4,,,,,,,,,85.1,正社員,85.1,,,,,,,,,64.9,86,36.3,2025年4月1日～2026年3月31日,"＜正規雇用労働者＞        
・女性の新卒採用の強化により女性における若手労働者の割合が相対的に高いことや、管理職及びチーフ（係長相当職）以上に占める女性の割合が低いこと等が差異の主な理由となっております。当社グループでは女性活躍を重要な経営課題として位置づけ、2030年度までの女性登用の目標を掲げ取り組みを推進しております。        
＜パート・有期労働者＞        
・当社グループのパート・有期労働者には、「スタッフ（パート）」、「シニアスタッフ（定年後再雇用の契約社員）」、「嘱託（契約社員）」の形態があります。全体の約８割を占めるスタッフには、主に事務に従事する短時間労働の女性が多く、約２割を占めるシニアスタッフ、嘱託には、ＩＴ業務など専門性の高い業務に従事し相対的に賃金が高い男性が多いことが差異の主な理由となっております。",2026年3月時点,2026年06月24日
E04963,6010401046222,ポケットカード株式会社,6.3,その他,グローバル,11.7,エリア,6.2,無期フルタイム,1.1,有期フルタイム,2,無期短時間,0.3,,全労働者,77.9,,,,,,,,,60.6,65.7,67.3,2025年3月1日～2026年2月28日,"対象期間：2025事業年度（2025年3月1日～2026年2月28日）
正規雇用労働者：グローバル、エリア、無期フルタイム
非正規雇用労働者：嘱託、アルバイト
グローバルには、執行役員・理事含む",2026年2月時点,2026年05月28日
6584,6011001045853,三桜工業株式会社,,,,,,,,,,,,,,,,,,,,,,,,58.2,74.4,83.2,2024年4月1日～2025年3月31日,正規雇用労働者は役職制度並びに賃金体系は一律であり、地域、職種、性別による差は設けておりません。従って、同一の役職における男女の賃金差異はありませんが、管理職をはじめ、役職が上位であるほど女性に比べ男性比率が高いことが正規労働者における男女間賃金差異の要因となっております。なおパート・有期労働者の賃金差異に関しては、時給単価の高い交替勤務者に占める男性比率が高いことに起因しております。,2025年4月時点,2026年03月19日
9441,7010001028883,株式会社ベルパーク,,,,,,,,,,,,,70.8,,,,,,,,,,,83.4,84.3,95.9,2025年1月1日～2025年12月31日,"対象期間：令和7年事業年度（令和7年1月1日から令和7年12月31日まで）
※非正規雇用労働者については、正規雇用労働者の所定労働時間で換算した人数を基に平均年間賃金を算出しております。
※期中入社・期中退職および休職者（産休・育休・私傷病者等）は対象労働者から除外しております。",2025年12月時点,2026年03月27日
5578,2010001130058,ＡＲアドバンストテクノロジ株式会社,,,正社員（Eコース）,13.4,正社員（Sコース）,19,正社員（Cコース）,20.3,,,,,,,,,,,,,,,,72.3,74.4,60.9,2024年9月1日～2025年8月31日,,2025年9月時点,2026年05月22日
2874,1020001030638,横浜冷凍株式会社,,,,,,,,,,,,,,,,,,,,,,,,63.9,63.8,51.4,2024年10月1日～2025年9月30日,,2025年10月時点,2025年10月23日
7294,7020001030517,株式会社　ヨロズ,23.1,対象正社員,臨時社員,0,,,,,,,,,82.5,正社員,82.5,,,,,,,,,78.3,78.8,,2025年4月1日～2026年3月31日,当社の男女賃金差異について差の生じている理由としては、女性に対し男性の方が、平均勤続年数が長くなるため、その分賃金差が生じている。また、管理職以上の割合が男性25%に対し女性14%と男性に比べ女性が少ない事が理由と考えられます。評価制度において男女での差は設けていないため、実際に管理職の同職位における従業員の差は無く、制度上の問題は生じていません。今後、差異を縮小していくためには、女性の管理職割合を増やしていく事が重要と考えております。,2026年3月時点,2026年07月08日
6485,8013201005478,前澤給装工業株式会社,9.3,対象正社員,,,,,,,,,,,,正社員,74.2,,,,,,,,,66.7,66.8,43,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月17日
7813,9290001041576,株式会社プラッツ,12.5,対象正社員,,,,,,,,,,,,労働者全体,69.4,,,,,,,,,72.8,74.6,55,2025年7月1日～2026年6月30日,,2026年6月時点,2026年07月23日
3771,8180001030616,株式会社システムリサーチ,14.4,対象正社員,正社員,14.4,,,,,,,,,,対象とする労働者全て,81.7,,,,,,,,,80.3,80.3,79.9,2025年4月1日～2026年3月31日,対象期間：2025事業年度(2025年4月1日から2026年3月31日まで),2026年3月時点,2026年06月19日
4391,1010401053173,ロジザード株式会社,,,,,,,,,,,,,,,,,,,,,,,,79.1,79.1,,2024年7月1日～2025年6月30日,"直近数年で社員数を拡大し、女性社員数も拡大している状況で、管理職層に女性社員が少ないことが差異の要因となっています。
男女の区別なく活躍できる環境とするため、女性社員比率を35％とする事にまず取り組んでおりますが、管理職を含むキャリアステップアップの機会を提供し、管理職に占める女性割合も高めていく事で差を解消していきます。",2025年6月時点,2026年03月09日
